Iconografia;Tema
"Nostra Signora dei Dolori; Madonna dei Dolori (Maria Vergine seduta, senza altri personaggi)";Religione_e_Magia
i (Sette) Dolori di Maria Vergine (seduta, senza altri personaggi);Religione_e_Magia
Maria Vergine trafitta da sette spade (Maria Vergine seduta, senza altri personaggi);Religione_e_Magia
"Nostra Signora delle Gioie; Madonna delle Sette Gioie (Maria Vergine seduta, senza altri personaggi)";Religione_e_Magia
le (Sette) Gioie di Maria Vergine (seduta, senza altri personaggi);Religione_e_Magia
Maria Vergine e l'unicorno (Maria Vergine seduta, senza altri personaggi);Religione_e_Magia
Maria Vergine in trono (seduta, senza altri personaggi);Religione_e_Magia
altri tipologie di Maria Vergine (senza altri personaggi);Religione_e_Magia
'Mater Dolorosa';Religione_e_Magia
Maria Vergine piangente;Religione_e_Magia
Maria Vergine trafitta da una spada;Religione_e_Magia
Maria Vergine con gli strumenti della Passione;Religione_e_Magia
Maria Vergine come sposa dello Spirito Santo (con la colomba in seno) (senza altri personaggi);Religione_e_Magia
Maria Vergine come pastorella (senza altri personaggi);Religione_e_Magia
Maria Vergine come pellegrina (senza altri personaggi);Religione_e_Magia
Maria Vergine come eremita (dopo la morte di Cristo), 'Nostra Señora de la Soledad' (senza altri personaggi);Religione_e_Magia
Maria Vergine come medico (senza altri personaggi);Religione_e_Magia
Maria Vergine sconfigge il demonio (senza altri personaggi);Religione_e_Magia
Maria Vergine salva la/e anima/e (senza altri personaggi);Religione_e_Magia
Maria Vergine come sacerdotessa, amministra l'Eucaristia (senza altri personaggi);Religione_e_Magia
Maria Vergine (senza Gesù Bambino), insieme ad altri personaggi;Religione_e_Magia
Maria Vergine che intercede (presso Cristo), 'Maria Mediatrix' (talvolta Maria mostra il seno);Religione_e_Magia
Maria Vergine insieme a figure di mortali, che l'adorano, o implorano il suo aiuto;Religione_e_Magia
Maria Vergine distribuisce il latte dal suo seno, 'Lactatio';Religione_e_Magia
"Maria Vergine protegge l'umanità contro la peste, p.es. nascondendo le persone sotto il suo manto; 'Pestbild'";Religione_e_Magia
Maria Vergine Regina degli apostoli;Religione_e_Magia
trionfo di Maria Vergine, sul carro trionfale;Religione_e_Magia
Madonna: ovvero Maria Vergine con il Bambino, senza altri personaggi (Gesù Bambino può trovarsi in piedi su una balaustra, altare, tavolo, ecc.);Religione_e_Magia
Madonna: Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino stretto al seno;Religione_e_Magia
Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino davanti a lei;Religione_e_Magia
Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino in piedi davanti a lei;Religione_e_Magia
Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino seduto davanti a le;Religione_e_Magia
'Nikopoia' ~ Madonna;Religione_e_Magia
Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino disteso davanti a lei;Religione_e_Magia
Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino in braccio;Religione_e_Magia
Maria Vergine in piedi (a figura intera o a mezza figura),con Gesù Bambino in piedi in braccio;Religione_e_Magia
Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino seduto in braccio;Religione_e_Magia
'Hodegetria' ~ Madonna;Religione_e_Magia
'Dexiocratousa' ~ Madonna;Religione_e_Magia
'Eleousa', 'Glykophilousa' ~ Madonna;Religione_e_Magia
Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino disteso sul braccio;Religione_e_Magia
'Galaktotrophousa' ~ Madonna;Religione_e_Magia
tipologie specifiche di Madonna in piedi (a figura intera o a mezza figura), senza altri personaggi;Religione_e_Magia
'Platytera', ovvero Maria Vergine in posizione orante con Gesù Bambino in un clipeo posto davanti a lei;Religione_e_Magia
Maria Vergine, generalmente con Gesù Bambino, in posizione orante nella fontana (della vita);Religione_e_Magia
Madonna (nella mandorla) sulla mezzaluna (chiamata talvolta la Regina del Cielo);Religione_e_Magia
Gesù Bambino combatte il drago in braccio a Maria Vergine;Religione_e_Magia
Madonna della Vittoria, trionfante, p.es. sul Protestantesimo;Religione_e_Magia
'Marianum', Madonna in un'aureola o in una mandorla contornata dal rosario, Maria in Gloria;Religione_e_Magia
Madonna sulla colonna, 'Mariensäule';Religione_e_Magia
Madonna in piedi (o seduta) sul leone (di Giuda);Religione_e_Magia
Madonna: Maria Vergine seduta o in trono, con Gesù Bambino in grembo (o davanti al seno) (Maria Vergine è talvolta rappresentata a mezza figura);Religione_e_Magia
Maria Vergine seduta o in trono, con Gesù Bambino davanti a lei in grembo (o davanti al seno);Religione_e_Magia
Maria Vergine seduta o in trono, con Gesù Bambino in piedi davanti a lei in grembo (o davanti al seno);Religione_e_Magia
Maria Vergine seduta o in trono, Gesù Bambino seduto davanti a lei;Religione_e_Magia
'Sedes Sapientiae';Religione_e_Magia
Madonna con il Bambino (o la sola Maria Vergine) sul trono di Salomone, in qualche caso attorniata dalle virtù;Religione_e_Magia
Maria Vergine seduta o in trono, con Gesù Bambino disteso davanti a lei, talvolta in posizione che richiama la Pietà;Religione_e_Magia
Maria Vergine seduta o in trono, con Gesù Bambino sulle ginocchia (Gesù Bambino alla sinistra di Maria Vergine);Religione_e_Magia
Maria Vergine seduta o in trono, con Gesù Bambino in piedi sulle ginocchia (Gesù Bambino alla sinistra di Maria Vergine);Religione_e_Magia
Maria Vergine seduta o in trono, con Gesù Bambino seduto sulle ginocchia (Gesù Bambino alla sinistra di Maria Vergine);Religione_e_Magia
Maria Vergine seduta o in trono, con Gesù Bambino disteso sulle ginocchia (Gesù Bambino alla sinistra di Maria Vergine);Religione_e_Magia
tipologie specifiche di Madonna seduta o in trono (senza altri);Religione_e_Magia
"Madonna nel giardino di rose, 'Paradiesgartlein'; Madonna del Roseto";Religione_e_Magia
Madonna entro una ghirlanda di fiori (o frutta);Religione_e_Magia
Madonna sull'albero;Religione_e_Magia
Madonna: Maria Vergine seduta a terra, con Gesù Bambino in grembo;Religione_e_Magia
Maria Vergine seduta al suolo, con Gesù Bambino in grembo davanti a lei;Religione_e_Magia
Maria Vergine seduta al suolo, con Gesù Bambino in piedi in grembo davanti a lei;Religione_e_Magia
Maria Vergine seduta al suolo, con Gesù Bambino seduto in grembo davanti a lei;Religione_e_Magia
Maria Vergine seduta al suolo, con Gesù Bambino disteso in grembo davanti a lei;Religione_e_Magia
Madonna dell'Umiltà, ovvero Maria Vergine che allatta Gesù Bambino seduta al suolo;Religione_e_Magia
Maria Vergine seduta al suolo, con il Bambino davanti a lei, in ginocchio, in grembo;Religione_e_Magia
Maria Vergine seduta al suolo, con Gesù Bambino in grembo o sulle ginocchia (Gesù Bambino alla sinistra di Maria);Religione_e_Magia
Maria Vergine seduta al suolo, con Gesù Bambino in piedi o nell'atto di muovere un passo in grembo o sulle sue ginocchia (Gesù Bambino alla sinistra di Maria);Religione_e_Magia
Maria Vergine seduta al suolo, con Gesù Bambino seduto in grembo o sulle sue ginocchia (Gesù Bambino alla sinistra di Maria);Religione_e_Magia
Maria Vergine seduta al suolo, con Gesù Bambino disteso in grembo o sulle sue ginocchia (Gesù Bambino alla sinistra di Maria);Religione_e_Magia
Maria Vergine seduta al suolo, con Gesù Bambino in ginocchio, in grembo alla Vergine o sulle sue ginocchia (Gesù Bambino alla sinistra di Maria);Religione_e_Magia
Madonna: Maria Vergine in piedi con Gesù Bambino (liberamente in piedi o chinato verso di lei);Religione_e_Magia
Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi o chinato verso di lei);Religione_e_Magia
"Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi o chinato verso di lei); Gesù Bambino in piedi";Religione_e_Magia
"Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi o chinato verso di lei); Gesù Bambino seduto";Religione_e_Magia
"Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi); Gesù Bambino disteso";Religione_e_Magia
"Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi); Gesù Bambino in ginocchio";Religione_e_Magia
Maria Vergine in piedi con Gesù Bambino vicino a lei (liberamente in piedi o chinato verso di lei);Religione_e_Magia
"Maria Vergine in piedi con Gesù Bambino vicino a lei (liberamente in piedi o chinato verso di lei); Gesù Bambino in piedi";Religione_e_Magia
"Maria Vergine in piedi con Gesù Bambino vicino a lei (liberamente in piedi o chinato verso di lei); Gesù Bambino seduto";Religione_e_Magia
"Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi); Gesù Bambino disteso";Religione_e_Magia
"Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi o chinato verso di lei); Gesù Bambino in ginocchio";Religione_e_Magia
Maria Vergine in ginocchio (a terra), con Gesù Bambino davanti a lei;Religione_e_Magia
Maria Vergine in ginocchio (a terra), con il Bambino in piedi davanti a lei;Religione_e_Magia
Maria Vergine in ginocchio (a terra), con il Bambino seduto davanti a lei;Religione_e_Magia
Maria Vergine in ginocchio (a terra), con il Bambino disteso davanti a lei;Religione_e_Magia
Maria Vergine in ginocchio (a terra), con il Bambino in ginocchio davanti a lei;Religione_e_Magia
Gesù Bambino seduto sulle spalle di Maria Vergine;Religione_e_Magia
Maria Vergine in piedi, Gesù Bambino seduto sulle sue spalle;Religione_e_Magia
Maria Vergine seduta o in trono, Gesù Bambino seduto sulle sue spalle;Religione_e_Magia
Maria Vergine seduta al suolo, Gesù Bambino seduto sulle sue spalle;Religione_e_Magia
Maria Vergine in ginocchio, Gesù Bambino seduto sulle sue spalle;Religione_e_Magia
Madonna (Maria Vergine con Gesù Bambino) raffigurata nel cielo o sulle nuvole;Religione_e_Magia
Madonna (Maria Vergine con Gesù Bambino) accompagnata o attorniata da altri personaggi;Religione_e_Magia
Madonna e santi;Religione_e_Magia
Sacra Conversazione;Religione_e_Magia
'Ueber dich freut sich';Religione_e_Magia
tipologie specifiche raffiguranti la Madonna con altri personaggi;Religione_e_Magia
'Regina Coeli', 'Regina Angelorum', Maestà ~ Madonna;Religione_e_Magia
'Regina Coeli', 'Regina Angelorum', Maestà, con San Giovanni Battista;Religione_e_Magia
'Virgo inter Virgines';Religione_e_Magia
Madonna del Rosario (anche senza altre figure);Religione_e_Magia
Madonna della Misericordia, 'Mater Misericordiae', 'Schutzmantelmadonna', 'Schutzmantelmaria';Religione_e_Magia
Madonna (o Maria Vergine senza Gesù Bambino) come patrona o protettrice, p.es. di una confraternita o di un ordine laico;Religione_e_Magia
specifiche iconografie ~ rappresentazioni della Madonna (N.B. da usarsi soltanto come codice secondario);Religione_e_Magia
specifiche iconografie di Gesù Bambino ~ rappresentazioni della Madonna (N.B. da usarsi soltanto come codice secondario);Religione_e_Magia
Gesù Bambino in atto di parlare o benedire ~ rappresentazioni della Madonna;Religione_e_Magia
Gesù Bambino in atto di guardare fuori dal quadro ~ rappresentazioni della Madonna;Religione_e_Magia
Gesù Bambino in atto di volgersi verso santo/i o donatore/i ~ rappresentazioni della Madonna;Religione_e_Magia
Gesù Bambino in atto di dormire ~ rappresentazioni della Madonna;Religione_e_Magia
Gesù Bambino in atto di tenere qualcosa in mano, p.es. mela, uccello, ciliege, crocifisso, uva, mulino a vento di carta ~ rappresentazioni della Madonna;Religione_e_Magia
Gesù Bambino in atto di porgere qualcosa a qualcuno ~ rappresentazioni della Madonna;Religione_e_Magia
Gesù Bambino in atto di accettare, di protendersi verso qualcosa ~ rappresentazioni della Madonna;Religione_e_Magia
Gesù Bambino in atto di mangiare ~ rappresentazioni della Madonna;Religione_e_Magia
Gesù Bambino in atto di giocare ~ rappresentazioni della Madonna;Religione_e_Magia
Gesù Bambino in atto di giocare con gli angeli ~ rappresentazioni della Madonna;Religione_e_Magia
Gesù Bambino in atto di giocare con l'agnello ~ rappresentazioni della Madonna;Religione_e_Magia
specifiche iconografie di Gesù Bambino e Maria Vergine ~ rappresentazioni della Madonna;Religione_e_Magia
Gesù Bambino guarda o si rivolge a Maria Vergine ~ rappresentazioni della Madonna;Religione_e_Magia
Gesù Bambino si protende verso Maria Vergine, le mostra qualcosa ~ rappresentazioni della Madonna;Religione_e_Magia
Gesù Bambino in atto di sollevare il velo di Maria Vergine, afferrarsi alla sua veste, posare le mani sul suo seno ~ rappresentazioni della Madonna;Religione_e_Magia
Gesù Bambino le getta il/le braccio/a al collo ~ rappresentazioni della Madonna;Religione_e_Magia
Gesù Bambino guancia a guancia con Maria Vergine, o in atto di baciarla ~ rappresentazioni della Madonna;Religione_e_Magia
Gesù Bambino succhia il seno, o sta per initiare, p.es. con Maria Vergine in atto di scoprirsi il seno ~ rappresentazioni della Madonna;Religione_e_Magia
'ablactatio', Gesù Bambino rappresentato mentre non succhia il latte, Maria ha il seno scoperto ~ rappresentazioni della Madonna;Religione_e_Magia
Gesù Bambino rifiuta di succhiare il seno di Maria ~ rappresentazioni della Madonna;Religione_e_Magia
Maria Vergine regge il calamaio, mentre Gesù Bambino scrive ~ rappresentazioni della Madonna;Religione_e_Magia
Gesù Bambino incorona Maria Vergine ~ rappresentazioni della Madonna;Religione_e_Magia
specifiche iconografie di Maria Vergine ~ rappresentazioni della Madonna (N.B. soltanto come codice secondario);Religione_e_Magia
Maria Vergine regge qualcosa, p.es. una mela, un grappolo d'uva, il crocifisso, il cardellino ~ rappresentazioni della Madonna;Religione_e_Magia
Maria Vergine seduta sui gradini o sulla scala ~ rappresentazioni della Madonna;Religione_e_Magia
altre specifiche iconografie in cui è rappresentata la Madonna;Religione_e_Magia
rappresentazioni della Madonna in cui è presente San Giovanni Battista bambino (N.B. soltanto come codice secondario);Religione_e_Magia
miracoli, apparizioni e leggende ~ Maria Vergine;Religione_e_Magia
statue miracolose di Maria Vergine o della Madonna con Bambino;Religione_e_Magia
statue miracolose di Maria Vergine o della Madonna con Bambino (col NOME);Religione_e_Magia
apparizioni di Maria Vergine;Religione_e_Magia
leggende e miracoli ~ Maria Vergine;Religione_e_Magia
leggenda del monaco Teofilo, che aveva venduto l'anima al diavolo (leggenda relativa a Maria Vergine);Religione_e_Magia
penitenza di Teofilo (leggenda relativa a Maria Vergine);Religione_e_Magia
"la leggenda del giovane ebreo arso dopo aver preso l'ostia; viene salvato da Maria Vergine";Religione_e_Magia
Maria Vergine salva il bambino consacrato al diavolo;Religione_e_Magia
trasporto miracoloso della casa di Nazareth a Loreto (miracolo relativo a Maria Vergine);Religione_e_Magia
devozione a Maria Vergine;Religione_e_Magia
il sacro cuore di Maria Vergine;Religione_e_Magia
reliquie di Maria Vergine;Religione_e_Magia
'Mater Dolorosa' - FF - 'Mater Dolorosa', testa o busto;Religione_e_Magia
Maria Vergine piangente - FF - 'Mater Dolorosa', testa o busto;Religione_e_Magia
Maria Vergine trafitta da una spada - FF - 'Mater Dolorosa', testa o busto;Religione_e_Magia
Maria Vergine con gli strumenti della Passione - FF - 'Mater Dolorosa', testa o busto;Religione_e_Magia
Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino in braccio - FF - Gesù Bambino alla destra di Maria;Religione_e_Magia
Maria Vergine in piedi (a figura intera o a mezza figura),con Gesù Bambino in piedi in braccio - FF - Gesù Bambino alla destra di Maria;Religione_e_Magia
Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino seduto in braccio - FF - Gesù Bambino alla destra di Maria;Religione_e_Magia
'Eleousa', 'Glykophilousa' ~ Madonna - FF - Gesù Bambino alla destra di Maria;Religione_e_Magia
Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino disteso sul braccio - FF - Gesù Bambino alla destra di Maria;Religione_e_Magia
'Galaktotrophousa' ~ Madonna - FF - Gesù Bambino alla destra di Maria;Religione_e_Magia
Maria Vergine seduta o in trono, con Gesù Bambino sulle ginocchia (Gesù Bambino alla sinistra di Maria Vergine) - FF - Gesù Bambino alla destra di Maria Vergine;Religione_e_Magia
Maria Vergine seduta o in trono, con Gesù Bambino in piedi sulle ginocchia (Gesù Bambino alla sinistra di Maria Vergine) - FF - Gesù Bambino alla destra di Maria Vergine;Religione_e_Magia
Maria Vergine seduta o in trono, con Gesù Bambino seduto sulle ginocchia (Gesù Bambino alla sinistra di Maria Vergine) - FF - Gesù Bambino alla destra di Maria Vergine;Religione_e_Magia
